frame,timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_roll_joint,right_wrist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_roll_joint,left_wrist_yaw_joint
11,2025-07-17T23:29:32.029413,0.15368472039699554,-0.4297920763492584,-0.04957138001918793,0.24808989465236664,-0.24326039850711823,-0.04674637317657471,0.2610554099082947,-0.06108839809894562,-0.14130640029907227,-0.15178117156028748,-0.42181679606437683,-0.09996867179870605,-0.24068422615528107,-0.19644500315189362,-0.08659613132476807,-0.24685053527355194,-0.0411616675555706,-0.1828169822692871,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
12,2025-07-17T23:29:32.142405,0.1548052281141281,-0.42650508880615234,-0.04840298369526863,0.2587542235851288,-0.23141071200370789,-0.06998193264007568,0.26708900928497314,-0.05145182088017464,-0.1789238452911377,-0.15826548635959625,-0.4182930588722229,-0.0963296890258789,-0.24143952131271362,-0.18138690292835236,-0.08613443374633789,-0.2425275295972824,-0.011854784563183784,-0.1840604543685913,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
13,2025-07-17T23:29:32.292639,0.1477918028831482,-0.42857909202575684,-0.054360345005989075,0.2562383711338043,-0.23382137715816498,-0.08289873600006104,0.2656245529651642,-0.0571497417986393,-0.19274306297302246,-0.16455458104610443,-0.42237386107444763,-0.09676218032836914,-0.2445017248392105,-0.18477658927440643,-0.09150411188602448,-0.2415667176246643,-0.01456919964402914,-0.19147741794586182,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
14,2025-07-17T23:29:32.390428,0.15061327815055847,-0.4230019748210907,-0.0576004758477211,0.2556310296058655,-0.2323150932788849,-0.0757516622543335,0.2661878764629364,-0.05814738944172859,-0.17498397827148438,-0.1540948897600174,-0.4215410649776459,-0.09772348403930664,-0.2417188137769699,-0.18991650640964508,-0.0826849639415741,-0.24921751022338867,-0.02559499442577362,-0.17339956760406494,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
15,2025-07-17T23:29:32.490798,0.15602879226207733,-0.4381510317325592,-0.051324568688869476,0.26146548986434937,-0.24270281195640564,-0.08711111545562744,0.2659466862678528,-0.06450582295656204,-0.20488739013671875,-0.1654951125383377,-0.43129199743270874,-0.08710217475891113,-0.25423163175582886,-0.19188877940177917,-0.08242563903331757,-0.2497049868106842,-0.014462090097367764,-0.17846357822418213,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
16,2025-07-17T23:29:32.591716,0.1567355990409851,-0.42930012941360474,-0.05352744832634926,0.25227075815200806,-0.2286606729030609,-0.08771646022796631,0.26142385601997375,-0.0514218807220459,-0.20344972610473633,-0.16290909051895142,-0.42498037219047546,-0.08877229690551758,-0.24358676373958588,-0.18688684701919556,-0.08662600815296173,-0.24819408357143402,-0.01145832147449255,-0.18899106979370117,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
17,2025-07-17T23:29:32.689933,0.160701185464859,-0.43126267194747925,-0.06201041862368584,0.2570704221725464,-0.2371518611907959,-0.0849376916885376,0.26942190527915955,-0.052037257701158524,-0.20105886459350586,-0.16135574877262115,-0.42237865924835205,-0.09899210929870605,-0.24337926506996155,-0.18568630516529083,-0.08373293280601501,-0.2492167204618454,-0.019678877666592598,-0.18272697925567627,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
18,2025-07-17T23:29:32.790669,0.15378913283348083,-0.42739614844322205,-0.05139196664094925,0.250916063785553,-0.23401716351509094,-0.048160672187805176,0.2715860903263092,-0.05949309840798378,-0.13414716720581055,-0.15444758534431458,-0.4181867241859436,-0.09238100051879883,-0.24152542650699615,-0.18683622777462006,-0.0650358572602272,-0.2512463927268982,-0.02306257002055645,-0.14934635162353516,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
19,2025-07-17T23:29:32.893266,0.15756739675998688,-0.430364727973938,-0.06452571600675583,0.2631288170814514,-0.23899051547050476,-0.089790940284729,0.28369686007499695,-0.05631370469927788,-0.2080698013305664,-0.1599332094192505,-0.42322036623954773,-0.09324336051940918,-0.2361450344324112,-0.18810321390628815,-0.08739414811134338,-0.2416137009859085,-0.021276066079735756,-0.19609344005584717,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
20,2025-07-17T23:29:32.990031,0.1487530916929245,-0.43570181727409363,-0.0617215558886528,0.26557594537734985,-0.23908457159996033,-0.09409749507904053,0.28809911012649536,-0.050013162195682526,-0.22011661529541016,-0.1723511666059494,-0.42162373661994934,-0.09804415702819824,-0.2444537878036499,-0.17629007995128632,-0.08900921791791916,-0.2540379464626312,-0.0051567223854362965,-0.1933438777923584,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
21,2025-07-17T23:29:33.089292,0.15853042900562286,-0.4381946623325348,-0.05939767137169838,0.27052757143974304,-0.24651159346103668,-0.08121109008789062,0.2923809587955475,-0.06540169566869736,-0.2095022201538086,-0.16226330399513245,-0.42397427558898926,-0.10609197616577148,-0.2392909824848175,-0.1860295832157135,-0.09168892353773117,-0.24271084368228912,-0.01943328231573105,-0.18603980541229248,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
22,2025-07-17T23:29:33.188935,0.15718305110931396,-0.4360683262348175,-0.05559878051280975,0.2595605254173279,-0.23863689601421356,-0.08417892456054688,0.2681470811367035,-0.055664900690317154,-0.20348453521728516,-0.16185657680034637,-0.42288848757743835,-0.09431648254394531,-0.24436290562152863,-0.18156327307224274,-0.0853128582239151,-0.2510368227958679,-0.010727412067353725,-0.18538391590118408,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
23,2025-07-17T23:29:33.289916,0.15076081454753876,-0.43575912714004517,-0.060667090117931366,0.25788307189941406,-0.24368272721767426,-0.08071291446685791,0.27604031562805176,-0.06309161335229874,-0.19538283348083496,-0.16626404225826263,-0.4239540994167328,-0.0990140438079834,-0.2534700632095337,-0.1846742033958435,-0.08271078020334244,-0.2545793354511261,-0.018297089263796806,-0.17644178867340088,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
24,2025-07-17T23:29:33.389564,0.14583611488342285,-0.42645618319511414,-0.05409587547183037,0.24667297303676605,-0.22642141580581665,-0.06842029094696045,0.265619158744812,-0.04870191961526871,-0.16287684440612793,-0.1691703498363495,-0.4123883545398712,-0.09615778923034668,-0.2555982768535614,-0.17633746564388275,-0.07403898984193802,-0.25989392399787903,-0.00970723107457161,-0.15620684623718262,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
25,2025-07-17T23:29:33.489765,0.15378250181674957,-0.4349421560764313,-0.05517873167991638,0.263423353433609,-0.23933009803295135,-0.07373654842376709,0.27992579340934753,-0.055616553872823715,-0.18267393112182617,-0.1684134155511856,-0.42004886269569397,-0.09546136856079102,-0.253408282995224,-0.18138816952705383,-0.07092306017875671,-0.2553073465824127,-0.009448186494410038,-0.14871931076049805,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
26,2025-07-17T23:29:33.588781,0.1585635095834732,-0.43245336413383484,-0.05297902971506119,0.25614848732948303,-0.22879648208618164,-0.08253109455108643,0.25451213121414185,-0.057957205921411514,-0.20080232620239258,-0.16396918892860413,-0.425317645072937,-0.0872352123260498,-0.2471148818731308,-0.18480709195137024,-0.07406778633594513,-0.24211230874061584,-0.020963720977306366,-0.1665560007095337,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
27,2025-07-17T23:29:33.690062,0.15075348317623138,-0.43671661615371704,-0.05730059742927551,0.25652989745140076,-0.23818737268447876,-0.07806730270385742,0.26951199769973755,-0.05695987492799759,-0.18195486068725586,-0.17293190956115723,-0.42052125930786133,-0.09613418579101562,-0.2635031044483185,-0.18319927155971527,-0.07109447568655014,-0.2642247676849365,-0.015543690882623196,-0.1529080867767334,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
28,2025-07-17T23:29:33.789694,0.16065706312656403,-0.4292316436767578,-0.047091081738471985,0.2648278772830963,-0.23446066677570343,-0.05565059185028076,0.2768990993499756,-0.0597824864089489,-0.15124988555908203,-0.15998050570487976,-0.42260146141052246,-0.08885884284973145,-0.24275627732276917,-0.18907779455184937,-0.06057904660701752,-0.24240556359291077,-0.022603536024689674,-0.14027655124664307,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
29,2025-07-17T23:29:33.889798,0.14378949999809265,-0.4338325560092926,-0.057586878538131714,0.25758546590805054,-0.2388509213924408,-0.06831347942352295,0.2718454599380493,-0.063867948949337,-0.15640640258789062,-0.16584531962871552,-0.4207867383956909,-0.08936667442321777,-0.24503281712532043,-0.17867612838745117,-0.05922035127878189,-0.2575288712978363,-0.023322297260165215,-0.14299166202545166,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
30,2025-07-17T23:29:33.990211,0.14332358539104462,-0.43265101313591003,-0.06343052536249161,0.2578721344470978,-0.23930081725120544,-0.09186065196990967,0.26993951201438904,-0.05598584935069084,-0.18701791763305664,-0.17058132588863373,-0.41533970832824707,-0.07577300071716309,-0.2536839246749878,-0.18378916382789612,-0.06295229494571686,-0.25663864612579346,-0.014433363452553749,-0.15684270858764648,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
31,2025-07-17T23:29:34.090471,0.1455918401479721,-0.43874606490135193,-0.0704701691865921,0.27015745639801025,-0.25390341877937317,-0.09760141372680664,0.26853859424591064,-0.07049031555652618,-0.20546579360961914,-0.17470817267894745,-0.4151543080806732,-0.08187580108642578,-0.2571893632411957,-0.18439443409442902,-0.05857628583908081,-0.2661606967449188,-0.026340173557400703,-0.14072132110595703,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
32,2025-07-17T23:29:34.190263,0.15113869309425354,-0.44305935502052307,-0.07079572975635529,0.2705974578857422,-0.252882182598114,-0.10912299156188965,0.2645514905452728,-0.061594706028699875,-0.2220020294189453,-0.17336224019527435,-0.416936457157135,-0.08333110809326172,-0.2541307508945465,-0.183293879032135,-0.0726165696978569,-0.26463183760643005,-0.020815622061491013,-0.16909098625183105,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
33,2025-07-17T23:29:34.288448,0.1323005110025406,-0.43265020847320557,-0.058895524591207504,0.23614905774593353,-0.23421363532543182,-0.08463561534881592,0.22858944535255432,-0.07602935284376144,-0.16662049293518066,-0.16606055200099945,-0.4054693877696991,-0.0828096866607666,-0.23461800813674927,-0.1677105873823166,-0.07337021827697754,-0.23982122540473938,-0.015875238925218582,-0.16348934173583984,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
34,2025-07-17T23:29:34.389193,0.14555728435516357,-0.4173928201198578,-0.06794056296348572,0.2077750265598297,-0.2602977156639099,-0.19384896755218506,0.036044858396053314,-0.37037941813468933,-0.33793044090270996,-0.15286940336227417,-0.40845513343811035,-0.04929542541503906,-0.17690210044384003,-0.1945279985666275,-0.10751688480377197,-0.2131129801273346,-0.07776901870965958,-0.26073479652404785,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
35,2025-07-17T23:29:34.488438,0.13975240290164948,-0.41543033719062805,-0.08073700219392776,0.19754773378372192,-0.272266149520874,-0.1949608325958252,0.011823195964097977,-0.4247020483016968,-0.31748414039611816,-0.1507936716079712,-0.39299696683883667,-0.049416542053222656,-0.21081049740314484,-0.19664795696735382,-0.08000656962394714,-0.29627126455307007,-0.07096449285745621,-0.19267487525939941,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
36,2025-07-17T23:29:34.589275,0.13940057158470154,-0.44047144055366516,-0.06333531439304352,0.21641860902309418,-0.31873250007629395,-0.17978215217590332,0.002816454041749239,-0.45396241545677185,-0.27631044387817383,-0.1441519409418106,-0.4130457639694214,-0.0403289794921875,-0.2118486613035202,-0.22281646728515625,-0.04365784674882889,-0.3168807029724121,-0.08176722377538681,-0.11984109878540039,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
37,2025-07-17T23:29:34.689838,0.13844487071037292,-0.4302140474319458,-0.0557708777487278,0.18319562077522278,-0.2809547185897827,-0.17373943328857422,-0.013112426735460758,-0.4293462038040161,-0.28549742698669434,-0.15164834260940552,-0.41234466433525085,-0.03142142295837402,-0.19753508269786835,-0.21013951301574707,-0.03993271291255951,-0.25735947489738464,-0.06786341965198517,-0.11675095558166504,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
38,2025-07-17T23:29:34.789352,0.1442905217409134,-0.42972439527511597,-0.06142409145832062,0.19585341215133667,-0.29932624101638794,-0.16691184043884277,0.008534437976777554,-0.4295080900192261,-0.27852439880371094,-0.14865082502365112,-0.40272796154022217,-0.05876898765563965,-0.1802838146686554,-0.1843246966600418,-0.1043131873011589,-0.22556652128696442,-0.04186594486236572,-0.22457778453826904,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
39,2025-07-17T23:29:34.889993,0.1443808376789093,-0.4284577965736389,-0.06816773116588593,0.18647661805152893,-0.2847648859024048,-0.17978143692016602,0.00037590638385154307,-0.4256608188152313,-0.29761362075805664,-0.15300150215625763,-0.4023420512676239,-0.06145358085632324,-0.18432427942752838,-0.1799723207950592,-0.11156745254993439,-0.22653914988040924,-0.040519554167985916,-0.24059081077575684,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
40,2025-07-17T23:29:34.988924,0.14952000975608826,-0.4238972067832947,-0.06346980482339859,0.188120037317276,-0.2806026339530945,-0.1829080581665039,0.003734187688678503,-0.4158380925655365,-0.29706811904907227,-0.1462305188179016,-0.40819382667541504,-0.03821921348571777,-0.19102445244789124,-0.19472622871398926,-0.06915301829576492,-0.2297188937664032,-0.040321581065654755,-0.17774677276611328,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
41,2025-07-17T23:29:35.091783,0.14418752491474152,-0.418112576007843,-0.07213196158409119,0.1843896359205246,-0.27719029784202576,-0.18649780750274658,-0.0031364071182906628,-0.43556854128837585,-0.290496826171875,-0.14862580597400665,-0.4039344787597656,-0.048891305923461914,-0.1793554425239563,-0.18836921453475952,-0.08510835468769073,-0.2279350906610489,-0.0510147362947464,-0.20165598392486572,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,0.0,0.0
